cid,isosmiles,mw,polararea,complexity,heavycnt,hbonddonor,hbondacc,rotbonds,mp
17877,CCC1=C(C=CC=C1C)C,134.22,0.0,86.2,10,0,0,1,-16.2
17885,COC1=C(C2=C(C(=C1)N)C(=O)C3=CC=CC=C3C2=O)N,268.27,95.4,425.0,20,2,5,1,242.0
17886,CCN(CCO)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-],314.34,94.0,383.0,23,1,6,6,161.0
17888,CC(=O)CC(C)(C)NC(=O)C=C,169.22,46.2,207.0,12,1,2,4,57.5
17889,CC(C)(C)C1=CC2=CC=CC=C2C=C1,184.28,0.0,187.0,14,0,0,1,-4.0
17900,CCCCCCCCCC1CCCCC1,210.4,0.0,122.0,15,0,0,8,-10.0
17927,CCC1=C(C=C(C=C1)O)O,138.16,40.5,103.0,10,2,2,1,98.5
17946,COC(=O)C1=CC(=CC=C1)Cl,170.59,26.3,147.0,11,0,2,2,21.0
17947,COC(=O)C1=C(C=CC(=C1)Cl)Cl,205.03,26.3,172.0,12,0,2,2,38.5
17968,C1=CC(=CC(=C1)Cl)N=C=O,153.56,29.4,154.0,10,0,2,1,-4.0
18027,CCCCCCCCCCCCCCCC(=O)C,254.5,17.1,174.0,18,0,1,14,48.0
18049,CC(CCC(C)O)O,118.17,40.5,46.5,8,2,2,3,43.0
18085,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(Cl)(Cl)Cl,285.6,0.0,204.0,17,0,0,2,65.0
18087,CC1=C(C(=O)C(=C(N1)C)Cl)Cl,192.04,29.1,252.0,11,1,2,0,320.0
18105,C1=CC(=C(C(=C1)Cl)Cl)OCC(=O)O,221.03,46.5,186.0,13,1,3,3,174.0
18169,C1=CC(=C(C=C1C=O)[N+](=O)[O-])O,167.12,83.1,188.0,12,1,4,1,141.0
18232,C1CCN(CC1)CCO,129.19899999999998,23.5,69.3,9,1,2,2,17.9
18273,C=CC1CC2CC1C=C2,120.19,0.0,155.0,9,0,0,1,-80.0
18286,C1(=C(C(=C(C(=C1[N+](=O)[O-])N)[N+](=O)[O-])N)[N+](=O)[O-])N,258.149,216.0,297.0,18,3,9,0,350.0
18309,CC1CCCC(C1)(C)C,126.24,0.0,92.2,9,0,0,0,-65.7
18323,C1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,244.2,119.0,371.0,17,4,6,2,165.0
18338,C1CCN(CC1)CCC#N,138.21,27.0,127.0,10,0,2,2,-6.8
18354,C1=CC=C2C(=C1)C3=C(C2=O)C=C(C=C3)Cl,214.64,17.1,276.0,15,0,1,0,125.5
18377,C1=CC=C(C=C1)N(CCC(=O)O)C(=O)C2=C(C(=C(C=C2I)I)N)I,662.0,83.6,460.0,24,2,4,5,134.0
18386,CC1=CC(=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O)C,276.3,45.0,370.0,21,1,3,2,166.0
18407,CC(=O)CCCC(=O)O,130.139,54.4,118.0,9,1,3,4,13.5
18430,C1C(O1)CBr,136.98,12.5,37.9,5,0,1,1,-40.0
18432,CN(C)C(=O)N(C1=CC(=C(C=C1)Cl)Cl)C(=O)C2=CC=CC=C2,337.2,40.6,411.0,22,0,2,2,119.0
18458,CCC=C(C)C(=O)O,114.14,37.3,114.0,8,1,2,2,24.4
18464,C1=C(C=C(C(=C1C(=O)O)O)Br)Br,295.91,57.5,186.0,12,2,3,1,228.0
18496,C1=CC(=NC=C1C(=O)O)N,138.12,76.2,138.0,10,2,4,1,312.0
18502,C1CCC(CC1)N=C=O,125.17,29.4,121.0,9,0,2,1,-80.0
18508,CC(C)(C)C1CCCCC1,140.27,0.0,91.1,10,0,0,1,-41.2
18515,CCCCC1=CC=CC=C1O,150.22,20.2,101.0,11,1,1,3,-20.0
18516,CCN(CCO)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)[N+](=O)[O-])Cl,348.78,94.0,424.0,24,1,6,6,133.0
18555,C1=CC(=C(C(=C1)Cl)Cl)[N+](=O)[O-],192.0,45.8,159.0,11,0,2,0,61.33
18591,CCCCCCC(C)C,128.25,0.0,46.0,9,0,0,5,-80.1
18598,CC1=C(C(=CC=C1)C(C)C)O,150.22,20.2,120.0,11,1,1,1,-14.5
18622,C1NC(=O)C(N1)(C2=CC=CC=C2)C3=CC=CC=C3,238.28,41.1,286.0,18,2,2,2,183.0
18636,C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)OC3=C(O2)C(=C(C(=C3Cl)Cl)Cl)Cl,459.7,18.5,354.0,22,0,2,0,330.0
18660,C(C(C(=O)O)(Cl)Cl)Cl,177.41,37.3,101.0,8,1,2,2,65.5
18692,C(C(CO)(CBr)CBr)O,261.94,40.5,67.4,9,2,2,4,113.0
18725,CCCCC(CC)COC(=O)C1=CC(=C(C=C1)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,546.8,78.9,677.0,39,0,6,24,-46.0
18745,CC(C)(C#N)C(C)(C)C#N,136.19,47.6,192.0,10,0,2,1,170.5
18749,C1=C(C=C(C(=C1Cl)O)Cl)C(=O)O,207.01,57.5,174.0,12,2,3,1,265.0
18766,C(CCCCCCBr)CCCCCBr,328.13,0.0,82.3,14,0,0,11,41.0
18779,CC1=C2C=CC3=C(C2=CC=C1)C=CC4=CC=CC=C43,242.3,0.0,320.0,19,0,0,0,256.5
18815,CCCCCCCCCCCCCCCCCCCl,288.9,0.0,145.0,19,0,0,16,28.6
18827,CCCCCC(C=C)O,128.21,20.2,69.0,9,1,1,5,175.0
18840,C1CCC(C1)C(=O)O,114.14,37.3,92.7,8,1,2,1,-7.0
18852,CCC(C)(C)C=C,98.19,0.0,60.4,7,0,0,2,-134.3
18898,CC(=O)C1=C(C=CO1)O,126.11,50.4,122.0,9,1,3,1,100.0
18923,C1=CC=C(C=C1)C2=NC=NC=C2,156.18,25.8,130.0,12,0,2,1,56.0
18932,CC1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,216.28,0.0,268.0,17,0,0,0,143.0
18936,CCCCCCCCCCCCCCCCCCC=C,280.5,0.0,171.0,20,0,0,17,28.5
18937,CCCCCCCC#C,124.22,0.0,83.5,9,0,0,5,-50.0
18938,CC(CCO)CC(C)(C)C,144.25,20.2,81.2,10,1,1,4,-70.0
18940,CCC1=CC=C(C=C1)C=C,132.2,0.0,96.6,10,0,0,2,-49.7
18981,C1=CC=C2C(=C1)C=CC(=C2N=NC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-])O,338.27,137.0,532.0,25,1,7,2,302.0
18998,C1=C(C(=C(C(=C1Cl)Cl)N)Cl)Cl,230.9,26.0,129.0,11,1,1,0,107.0
19004,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.[Br-],432.3,46.5,482.0,27,1,4,5,240.5
19014,C1=CN=C2C(=C(C(=C(C2=N1)Cl)Cl)Cl)Cl,267.9,25.8,194.0,14,0,2,0,190.0
19022,CCCCCCCCCCCCCCCCCBr,319.4,0.0,134.0,18,0,0,15,32.0
19041,CC(C)CCC(C)(C)C,128.25,0.0,64.59899999999999,9,0,0,3,-105.7
19063,CC(C)NNC(=O)COC1=CC=C(C=C1)Cl,242.7,50.4,216.0,16,2,3,5,93.5
19076,CC(C1=CC=C(C=C1)Cl)C2=CC=C(C=C2)Cl,251.1,0.0,179.0,16,0,0,2,56.0
19094,CC(CC(C)(C)O)OC(C(Cl)(Cl)Cl)O,265.6,49.7,179.0,14,2,3,4,103.0
19141,CC1=C(C=C(C=C1N)[N+](=O)[O-])C(=O)N,195.18,115.0,251.0,14,2,4,1,199.0
19143,CC1C2CC3=C(C1(CCN2CC4CC4)C)C=C(C=C3)O,271.4,23.5,380.0,20,1,2,2,202.5
19161,CCCCC(C(=O)N(C1=CC=CC=C1)NC2=CC=CC=C2)C(=O)O,326.4,69.6,401.0,24,2,4,8,116.0
19188,C1=CC=C(C=C1)OCC(=O)O,152.15,46.5,127.0,11,1,3,3,98.5
19215,C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,250.8,0.0,73.5,9,0,0,0,-27.0
19233,C[C@@H]([C@@H]([C@H]([C@H](C=O)O)O)O)O,164.16,98.0,126.0,11,4,5,4,135.33
19283,CCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCCC,474.7,52.6,446.0,34,0,4,24,35.5
19309,CC1C(=O)C(=C(O1)C)O,128.13,46.5,181.0,9,1,3,0,80.5
19318,CCNC1=CC=C(C=C1)[N+](=O)[O-],166.18,57.8,148.0,12,1,3,2,97.0
19352,CCC1=CC2=CC=CC=C2C3=CC=CC=C31,206.28,0.0,232.0,16,0,0,1,62.5
19427,CC1=CC2=CC=CC=C2C3=C1C4=CC=CC=C4C=C3,242.3,0.0,320.0,19,0,0,0,117.75
19429,CC1=C(C2=C(C=CC3=CC=CC=C32)C4=CC=CC=C14)C,256.3,0.0,346.0,20,0,0,0,129.3
19460,C=CCCCCC=C,110.2,0.0,52.4,8,0,0,5,-70.0
19463,CCN(CC)O,89.14,23.5,26.7,6,1,2,2,10.0
19494,C1CC(C1)C(=O)O,100.12,37.3,84.1,7,1,2,1,-2.0
19499,CC=CC(=O)O,86.09,37.3,73.6,6,1,2,1,72.0
19503,CCC1CCC(CC1)C,126.24,0.0,68.1,9,0,0,1,-80.8
19518,CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C.C1=CC=C(C=C1)C(=O)[O-],446.6,69.2,473.0,33,1,3,7,168.0
19539,C1=CC=C(C=C1)OC2=CC=CC(=C2)C(=O)O,214.22,46.5,233.0,16,1,3,3,149.5
19540,CCCCCC1CCCC1,140.27,0.0,70.1,10,0,0,4,-83.0
19543,CC(=C)CC(=O)C,98.14,17.1,92.4,7,0,1,2,-72.6
19565,CC(=O)NC(=C)C(=O)CCC(=O)N,184.19,89.3,258.0,13,2,3,5,130.5
19588,CCC(C)C1=CC=CC=C1OC(=O)NC,207.27,38.3,206.0,15,1,2,4,31.5
19590,CC1=C(C=CC(=C1)N(CCO)CCO)N=NC2=C(C=C(C=C2)[N+](=O)[O-])Cl,378.8,114.0,470.0,26,2,7,7,192.0
19729,CNC1=C2C(=C(C=C1)O)C(=O)C3=C(C=CC(=C3C2=O)O)NC,298.29,98.7,427.0,22,4,6,2,217.0
19730,CCCCCCCC(=O)OC1=C(C=C(C=C1I)C#N)I,497.11,50.1,341.0,20,0,3,8,59.5
19751,CC(C)C1CCCC1,112.21,0.0,58.4,8,0,0,1,-111.4
19793,CC1(CC(C2=CC=CC=C21)(C)C3=CC=CC=C3)C,236.4,0.0,297.0,18,0,0,1,52.5
19835,C(CCCCO)CCCCO,160.25,40.5,56.6,11,2,2,8,45.8
19838,CCOC(=O)C(C)(C)C,130.18,26.3,100.0,9,0,2,3,-89.5
19844,COC1=C(C=CC(=C1)C(=O)OC)O,182.17,55.8,181.0,13,1,4,3,64.0
19859,C1=CC(=C(C=C1Br)Cl)O,207.45,20.2,99.1,9,1,1,0,50.5
19860,C1=CC(=C(C=C1C(=O)O)Cl)O,172.56,57.5,160.0,11,2,3,1,171.0
19870,C1=CC(=C(C(=C1)[N+](=O)[O-])Cl)C(=O)O,201.56,83.1,227.0,13,1,4,1,183.5
19871,CCC(C(C)(C)C)O,116.2,20.2,61.3,8,1,1,2,-5.0
19878,CC(C)(C)C1=CC=NC=C1,135.21,12.9,95.8,10,0,1,1,-41.0
19910,C1=CC2=C(C=CC(=C2N=C1)O)[N+](=O)[O-],190.16,78.9,229.0,14,1,4,0,180.0
19928,C1=CC(=C(C(=C1)Cl)O)O,144.55,40.5,97.1,9,2,2,0,48.5
19950,C(CCCN=C=O)CCNC(=O)N(CCCCCCN=C=O)C(=O)NCCCCCCN=C=O,478.6,150.0,654.0,34,2,8,21,-19.0
19960,C(CCCO)CCN,117.19,46.2,39.5,8,2,2,5,57.0
19965,CC(=C)CCC=C,96.17,0.0,70.1,7,0,0,3,-128.8
19966,CCCC=CC,84.16,0.0,35.3,6,0,0,2,-98.0
19969,C1CC=CC=CC1,94.15,0.0,76.2,7,0,0,0,-110.4
19998,CC(=O)NC1=CC=C(C=C1)C2=CC=CC=C2,211.26,29.1,225.0,16,1,1,2,172.0
20038,C1CCN(CC1)C2=CC=CC=C2,161.24,3.2,121.0,12,0,1,1,4.7
20039,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C(N=CN=C32)N,235.24,99.1,279.0,17,2,6,2,185.0
20042,CC(C)(C)C1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-],240.21,112.0,290.0,17,1,5,1,95.0
20064,CCOC(=O)NN,104.11,64.4,64.0,7,2,3,2,46.0
20087,CCC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,234.38,20.2,219.0,17,1,1,3,44.0
20113,CC(C)(C1=CC(=C(C(=C1)Br)OCCO)Br)C2=CC(=C(C(=C2)Br)OCCO)Br,632.0,58.9,391.0,27,2,4,8,107.0
20120,CN(C)[N+](=O)[O-],90.08,49.1,55.1,6,0,3,0,58.0
20138,CC=CC=O,70.09,17.1,45.6,5,0,1,1,-76.25
20149,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,563.1,0.0,361.0,40,0,0,37,82.0
20200,CCC=CCC(=O)O,114.14,37.3,94.7,8,1,2,3,12.0
20210,C(CCC(=O)O)CCBr,195.05,37.3,83.1,9,1,2,5,35.0
20226,CCOC(=O)CCC(=O)CC1(C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)O,634.8,63.6,900.0,31,1,4,7,91.0
20266,CCCCNC(=O)OCC(C)(CCC)COC(=O)N,274.36,90.6,284.0,19,2,4,11,50.0
20271,CCCCCCCCCCCCCCCCCCCCBr,361.4,0.0,167.0,21,0,0,18,37.5
20274,CCCCCCCI,226.1,0.0,35.4,8,0,0,5,-48.2
20279,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,285.69,119.0,338.0,19,3,7,2,215.0
20282,CCCCCCCCCCCCI,296.23,0.0,81.2,13,0,0,10,0.3
20283,CCCCCCC1CCCCC1,168.32,0.0,90.2,12,0,0,5,-43.0
20284,CCCCCC1CCCCC1,154.29,0.0,80.0,11,0,0,4,-57.5
20312,C1=NC(=C(C(=N1)Cl)[N+](=O)[O-])Cl,193.97,71.6,152.0,11,0,4,0,101.5
20314,C1=CC(=NC=C1N)N,109.13,64.9,74.1,8,2,3,0,110.3
20392,COC(=O)C1=CC=CC=C1C(=O)O,180.16,63.6,212.0,13,1,4,3,83.0
20417,C1COCCN1C=O,115.13,29.5,78.5,8,0,2,0,21.0
20419,C1=CC=C(C=C1)NC2=C3C(=C(C=C2)N)C(=O)C4=CC=CC=C4C3=O,314.3,72.2,500.0,24,2,4,2,192.0
20448,C1(C(=C(C(=O)O1)Cl)Cl)OC2C(=C(C(=O)O2)Cl)Cl,319.9,61.8,427.0,17,0,5,2,142.0
20492,CC1=C(C=C(C=C1)C2=CC=CC=C2)C,182.26,0.0,167.0,14,0,0,1,29.5
20508,C1CCC(CC1)CCO,128.21,20.2,65.0,9,1,1,2,-20.0
20511,CCCCCCCCCCCCCCCCCCCCC1CCCCC1,364.7,0.0,251.0,26,0,0,19,48.5
20514,CCCCCCCCCCCCCCCCCCC1CCCCC1,336.6,0.0,226.0,24,0,0,17,41.6
20525,COC1=CC(=C(C=C1C=O)OC)OC,196.2,44.8,183.0,14,0,4,4,114.0
20528,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)NCCO,267.28,66.4,395.0,20,2,4,3,168.0
20546,CCCC(CC)C1=CC=CC=C1,162.27,0.0,101.0,12,0,0,4,-55.4
20549,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)NCCO)NCCO,326.3,98.7,428.0,24,4,6,6,248.0
20617,C1=C(C=C(C(=C1Cl)O)Br)Cl,241.89,20.2,122.0,10,1,1,0,68.0
20628,CN(C)CCCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-],324.4,74.0,426.0,24,1,5,5,134.5
20663,C1=CC(=CC=C1N=NC2=C(C=C(C=C2)N(CCO)CCO)Cl)[N+](=O)[O-],364.78,114.0,434.0,25,2,7,7,190.0
20686,CC(CCC#N)C#N,108.14,47.6,142.0,8,0,2,2,-45.0
20737,CC1=C(C(=C(C=C1Br)Br)O)Br,344.83,20.2,142.0,11,1,1,0,84.0
20746,CC1=CC2=C(C=C1)NC3=CC=CC=C32,181.23,15.8,213.0,14,1,0,0,208.5
20757,C1CCC(CC1)OC2CCCCC2,182.3,9.2,116.0,13,0,1,2,-36.0
20797,CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C,218.33,17.1,364.0,16,0,1,1,36.0
20832,CC1=CC(=C(C=C1)C(C)C)C,148.24,0.0,115.0,11,0,0,1,-82.0
20902,C1=CC(=C(C(=C1)Cl)[N+](=O)[O-])C(=O)O,201.56,83.1,227.0,13,1,4,1,238.0
20908,C1=CC=C2C(=C1)C=CC=C2CO,158.2,20.2,144.0,12,1,1,1,64.0
20984,CC(C)(CC(=O)O)CC(=O)O,160.17,74.6,153.0,11,2,4,4,103.5
20993,CCCCCCCCCCCCCCCCCl,260.899,0.0,123.0,17,0,0,14,17.9
21006,CCCCCCCCOC(=O)CCCCC,228.37,26.3,155.0,16,0,2,12,-28.0
21013,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O,231.9,20.2,143.0,11,1,1,0,116.5
21026,CC1=C(C(=CC=C1)O)[N+](=O)[O-],153.14,66.0,154.0,11,1,3,0,37.0
21071,CC1=CC=C(C=C1)CC2=CC=C(C=C2)C,196.29,0.0,149.0,15,0,0,2,28.0
21102,CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2OC(=O)C,313.3,81.7,442.0,23,1,5,6,175.0
21120,CCN1C(=O)C2=CC=CC=C2C1=O,175.18,37.4,225.0,13,0,2,1,79.0
21208,C1=CC(=C(C=C1N)N)[N+](=O)[O-],153.14,97.9,156.0,11,2,4,0,161.0
21209,C1=CC(=C(C=C1N)N)Cl,142.58,52.0,97.1,9,2,2,0,91.0
21322,C1=CC=C(C=C1)C(=O)NOCC(=O)O,195.17,75.6,211.0,14,2,4,4,140.0
21363,C1CCC(CC1)CC(=O)O,142.2,37.3,114.0,10,1,2,2,33.0
21379,COC1=C(C=CC(=C1)N)N,138.17,61.3,108.0,10,2,3,1,107.0
21387,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)O,218.25,20.2,300.0,17,1,1,0,180.0
21413,C1=CC=C2C(=C1)C=C(C=N2)Br,208.05,12.9,138.0,11,0,1,0,13.3
21429,CCC(=O)C1=CC=C(C=C1)C,148.2,17.1,132.0,11,0,1,2,7.2
21439,C1=CC=C(C(=C1)CO)N,123.15,46.2,85.0,9,2,2,1,83.5
21441,COC1=C(C=C(C=C1)N)Cl,157.6,35.2,110.0,10,1,2,1,52.5
21450,C1=CC(=CC=C1C(=O)NN)N,151.17,81.1,141.0,11,3,3,1,226.0
21453,COC1=C(C=C(C=C1)CC2=CN=C(N=C2N)N)OC,260.29,96.3,279.0,19,2,6,4,233.0
21484,C1=C(C=C(C(=C1[N+](=O)[O-])N)[N+](=O)[O-])Cl,217.57,118.0,226.0,14,1,5,0,147.0
21492,C(COC(=O)N)O,105.09,72.6,63.2,7,2,3,3,43.0
21496,C1=CC=C(C=C1)CCC(=O)CCC2=CC=CC=C2,238.32,17.1,210.0,18,0,1,6,13.5
21502,C1C2=C(C=CC(=C2)[N+](=O)[O-])C3=C1C=C(C=C3)[N+](=O)[O-],256.209,91.6,353.0,19,0,4,0,334.0
21540,C1=CC=C(C=C1)C(=O)C2=CN=CC=C2,183.21,30.0,197.0,14,0,2,2,38.0
21596,CCCCCCC(=O)OCCCC,186.29,26.3,121.0,13,0,2,9,-67.95
21611,C1=CC=C2C(=C1)C(=O)N(C2=O)CCCBr,268.11,37.4,256.0,15,0,2,3,75.0
21648,CC(=O)CCC1=CC=C(C=C1)O,164.2,37.3,146.0,12,1,2,3,82.5
21651,CCOC(=O)C1=CNC2=CC(=C(C=C2C1=O)OCC(C)C)OCC(C)C,361.4,73.9,528.0,26,1,6,9,289.5
21685,CCC(C)C1=C(C(=CC=C1)C(C)CC)O,206.32,20.2,160.0,15,1,1,4,-42.0
21694,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)[N+](=O)[O-],247.25,45.8,377.0,19,0,2,0,155.0
21723,CCOCCN(CC1=CC=C(C=C1)CN(CCOCC)C(=O)C(Cl)Cl)C(=O)C(Cl)Cl,502.3,59.1,459.0,30,0,4,14,140.0
21832,CCCCCCCC1CCCCC1,182.35,0.0,101.0,13,0,0,6,-30.0
21859,CC(C)CCCCCCCCCCCCCCC(=O)O,284.5,37.3,212.0,20,1,2,15,69.5
21872,CCCCCC#CC(=O)O,140.18,37.3,159.0,10,1,2,3,4.0
21878,CCOC1=C(C=C(C=C1)CC2=NC(=CC3=CC(=C(C=C32)OC)OC)C)OC,367.4,49.8,448.0,27,0,5,7,124.5
21885,CN(C)C1=CC=CC=N1,122.17,16.1,81.0,9,0,2,1,182.0
21919,CC(=O)CC(=O)C(=O)O,130.1,71.4,158.0,9,1,4,3,99.5
21929,CC1=C(C(=O)ON1)N=NC2=CC=CC=C2Cl,237.64,63.0,354.0,16,1,5,2,168.0
21954,C1=CC(=O)NNC1=O,112.09,58.2,143.0,8,2,2,0,306.0
21984,C(CN(CC#N)CC#N)N(CC#N)CC#N,216.24,102.0,314.0,16,0,6,7,128.0
22013,CC1=CC(=C(C=C1C)C=O)C,148.2,17.1,142.0,11,0,1,1,43.5
22044,C1=CC=C(C=C1)C(C#N)Br,196.04,23.8,141.0,10,0,1,1,29.0
22054,CCN1C(=NC2=CC=CC=C21)C,160.22,17.8,158.0,12,0,1,1,51.0
22068,CC(CC1=CC=CC=C1)C2=CC=CC=C2,196.29,0.0,161.0,15,0,0,3,52.0
22094,CC(C)OC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O,339.2,46.5,348.0,22,1,3,5,73.0
22174,CN(C)C1=CC=C(C=C1)O,137.18,23.5,95.4,10,1,2,1,77.0
22188,CC1=C(C(=O)N(C(=O)N1)C(C)(C)C)Cl,216.66,49.4,328.0,14,1,2,1,176.0
22199,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC,368.6,26.3,275.0,26,0,2,22,50.0
22219,C1=CC(=CC=C1C(=O)NN)Br,215.05,55.1,143.0,11,2,2,1,166.0
22230,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.O,210.14,133.0,227.0,14,5,8,5,135.0
22244,C1=CC=C2C=C(C(=CC2=C1)C(=O)O)N,187.19,63.3,229.0,14,2,3,1,216.5
22301,CN1CCC2=CC3=C(C=C2C1)OCO3,191.23,21.7,221.0,14,0,3,0,66.0
22327,CCCCCCCCCCCCCC1CCCCC1,266.5,0.0,167.0,19,0,0,12,18.5
22328,CCCCCCCCCCCCCCCC1CCCCC1,294.6,0.0,190.0,21,0,0,14,29.0
22379,CCCCNCC(=O)NC1=C(C=CC=C1Cl)C,254.75,41.1,236.0,17,2,2,6,45.5
22458,C1=CC=C(C=C1)CN2C=NC=N2,159.19,30.7,132.0,12,0,2,2,49.0
22464,C#CCCC(=O)O,98.1,37.3,107.0,7,1,2,2,57.7
22475,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],361.3,52.6,284.0,22,0,6,11,190.0
22488,CC1=C2C=C3C(=CC2=CC=C1)C=CC4=CC=CC=C43,242.3,0.0,320.0,19,0,0,0,118.0
22503,COC1=CC(=C(C=C1Cl)Cl)Cl,211.5,9.2,131.0,11,0,1,1,77.5
22523,C1=CC2=C(C=CN2)C=C1[N+](=O)[O-],162.15,61.6,190.0,12,1,2,0,141.0
22530,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4,276.4,8.2,350.0,21,0,1,2,95.0
22546,C1CCC(CC1)CCCCC2CCCCC2,222.41,0.0,141.0,16,0,0,5,12.0
22556,CCCCCCCCCCC(=O)C,184.32,17.1,118.0,13,0,1,9,21.0
22565,CC(CC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)N(C)C,296.4,46.3,336.0,22,1,2,6,137.0
22599,C1=CC(=CC=C1CBr)C(=O)O,215.04,37.3,139.0,11,1,2,2,230.0
22625,C1=CC=C(C=C1)N=NC2=CC=C(C3=CC=CC=C32)N=NC4=CC=C(C=C4)O,352.4,69.7,508.0,27,1,5,4,210.5
22691,C1=CC(=C(C=C1[N+](=O)[O-])N)Cl,172.57,71.8,159.0,11,1,3,0,121.0
22697,CCC(=O)C1=CC=C(C=C1)Cl,168.62,17.1,137.0,11,0,1,2,37.3
22710,C1=CC(=C(C=C1C=O)Cl)Cl,175.01,17.1,127.0,10,0,1,1,44.0
22817,C1C2=CC=CC=C2C3=C1C(=CC=C3)N,181.23,26.0,213.0,14,1,1,0,125.5
22830,COC1=CC(=C(C=C1)OC)N=NC2=C(C=CC3=CC=CC=C32)O,308.3,63.4,404.0,23,1,5,4,156.0
22873,CCCCCCOC(=O)CCCCC,200.32,26.3,132.0,14,0,2,10,-55.0
22883,C1=CC(=C(C=C1Cl)CO)OCC(=O)O,216.62,66.8,197.0,14,2,4,4,141.0
22890,CC1=CC(=CC(=C1N(CC=C)CC=C)C)OC(=O)NC,274.36,41.6,321.0,20,1,3,7,67.0
22892,CC1=CC(=C(C(=C1)[N+](=O)[O-])N)[N+](=O)[O-],197.15,118.0,222.0,14,1,5,0,171.5
22932,CCCCC(CC)COC(=O)C1=CC=C(C=C1)C(=O)OCC(CC)CCCC,390.6,52.6,386.0,28,0,4,16,-48.0
22933,CC(CO[N+](=O)[O-])O[N+](=O)[O-],166.09,110.0,147.0,11,0,6,3,-7.78
22985,[NH4+].[N+](=O)([O-])[O-],80.044,63.9,18.8,5,1,3,0,169.85
23009,C1COCCN1CCN2C=NC=C2[N+](=O)[O-],226.23,76.1,239.0,16,0,5,3,110.5
23056,C1CN2CCC1C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,337.4,49.8,442.0,25,1,4,5,164.0
23069,C1=CC(=C[N+](=C1)[O-])O,111.1,45.7,76.8,8,1,2,0,191.0
23128,CC1=CC(=C(C=C1Cl)Cl)Cl,195.5,0.0,115.0,10,0,0,0,82.4
23139,C1=CC(=CC=C1N=NC2=C(C=C(C=C2)[N+](=O)[O-])Cl)N(CCC#N)CCO,373.8,118.0,524.0,26,1,7,7,157.0
23171,CCCCCCCCCCCCCCCCCCCCCC1CCCC1,364.7,0.0,251.0,26,0,0,20,42.0
23194,CCCCCCCCCCCC1=CC=CC=C1,232.4,0.0,144.0,17,0,0,10,-5.0
23205,C[C@@H]1C[C@@H]2[C@H]([C@@H]([C@]3([C@H]1C=CC3=O)C)O)C(=C)C(=O)O2,262.3,63.6,506.0,19,1,4,0,167.5
23229,CC(=O)C1=CC(=CC=C1)C(=O)C,162.18,34.1,176.0,12,0,2,2,32.0
23234,CCC=CCC=O,98.14,17.1,64.59899999999999,7,0,1,3,126.0
23250,CCCCCCCCCCCCCCCCC1CCCCC1,308.6,0.0,202.0,22,0,0,15,33.6
23256,CC1=C(C(=NN1)Cl)[N+](=O)[O-],161.55,74.5,148.0,10,1,3,0,111.0
23284,CC(C)C(C(C)(C)COC(=O)C(C)C)OC(=O)C(C)C,286.41,52.6,329.0,20,0,4,9,-70.0
